Guide_ID,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Basic_Skills_Avg,Nature_Knowledge_Avg,Interpretation_Avg,Leadership_Safety_Avg,Cultural_Expertise_Avg,Overall_Average,Recommended_Course
GUIDE_0621,4,5,5,3,4,4,4,5,3,3,3,3,3,3,4,2,4,5,4,5,3,4,2,3,4,3,4.25,4.25,3.0,3.75,3.1666666666666665,3.6538461538461537,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0621,4,4,4,5,3,3,3,4,4,3,3,5,3,3,2,3,3,2,3,4,2,2,2,3,3,4,4.25,3.25,3.75,2.875,2.6666666666666665,3.230769230769231,Master Park Guide Certification Program
GUIDE_0621,4,4,5,4,3,4,5,3,5,2,3,3,2,2,2,4,4,3,4,4,4,3,4,4,3,4,4.25,3.75,3.25,3.125,3.6666666666666665,3.5384615384615383,Advanced Park Guiding: Leadership and Safety
GUIDE_0621,2,1,3,1,2,2,2,3,1,1,1,2,2,2,2,3,2,3,2,3,2,2,1,2,3,1,1.75,2.25,1.25,2.375,1.8333333333333333,1.9615384615384615,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0622,5,4,3,5,4,4,4,3,5,4,4,4,3,4,4,4,4,3,5,4,3,3,3,4,3,5,4.25,3.75,4.25,3.875,3.5,3.8846153846153846,Master Park Guide Certification Program
GUIDE_0622,5,3,4,4,5,3,3,2,4,3,1,3,2,2,3,2,5,3,3,3,1,2,5,1,1,2,4.0,3.25,2.75,2.875,2.0,2.8846153846153846,Master Park Guide Certification Program
GUIDE_0622,2,3,4,5,1,2,3,3,2,1,4,3,2,2,4,3,3,4,3,4,3,2,2,2,3,2,3.5,2.25,2.5,3.125,2.3333333333333335,2.769230769230769,Nature Guide Fundamentals
GUIDE_0622,4,3,4,4,3,4,3,5,4,3,4,4,3,4,4,4,5,3,5,4,3,3,2,4,4,3,3.75,3.75,3.75,4.0,3.1666666666666665,3.6923076923076925,Master Park Guide Certification Program
GUIDE_0622,2,5,3,4,4,4,4,3,3,3,5,5,2,2,4,4,3,3,3,3,2,3,3,2,3,3,3.5,3.75,4.0,3.0,2.6666666666666665,3.269230769230769,Master Park Guide Certification Program
GUIDE_0622,3,3,3,3,3,5,3,4,3,3,4,4,2,2,2,4,4,3,3,3,3,4,4,3,4,4,3.0,3.75,3.5,2.875,3.6666666666666665,3.3076923076923075,Advanced Park Guiding: Leadership and Safety
GUIDE_0622,3,4,5,2,2,2,3,3,3,3,2,3,2,3,4,2,2,3,4,2,4,4,3,3,2,4,3.5,2.5,2.75,2.75,3.3333333333333335,2.9615384615384617,Nature Guide Fundamentals
GUIDE_0622,5,5,4,4,4,4,4,5,4,5,5,4,4,3,3,3,3,4,4,4,3,3,3,3,4,4,4.5,4.25,4.5,3.5,3.3333333333333335,3.8846153846153846,Master Park Guide Certification Program
GUIDE_0623,2,2,1,2,2,3,1,3,1,2,3,1,1,3,3,2,2,3,4,3,3,2,1,2,2,2,1.75,2.25,1.75,2.625,2.0,2.1538461538461537,Introduction to Park Guiding
GUIDE_0623,5,5,4,4,3,5,4,5,4,4,5,5,4,3,4,3,4,3,3,4,4,4,4,3,4,3,4.5,4.25,4.5,3.5,3.6666666666666665,3.9615384615384617,Advanced Park Guiding: Leadership and Safety
GUIDE_0623,3,4,5,4,5,4,4,4,4,3,4,3,3,3,2,4,4,2,4,5,4,3,2,3,3,4,4.0,4.25,3.5,3.375,3.1666666666666665,3.576923076923077,Master Park Guide Certification Program
GUIDE_0623,5,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,3,3,5,3,3,4,3,3,4,4,4.25,4.0,4.5,3.875,3.5,3.9615384615384617,Master Park Guide Certification Program
GUIDE_0623,5,5,5,5,4,4,5,5,4,5,5,4,4,4,5,5,5,5,4,5,5,5,5,4,5,5,5.0,4.5,4.5,4.625,4.833333333333333,4.6923076923076925,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0623,5,5,4,4,5,4,4,4,4,5,5,4,5,3,3,4,3,3,4,3,3,4,3,4,4,3,4.5,4.25,4.5,3.5,3.5,3.923076923076923,Advanced Park Guiding: Leadership and Safety
GUIDE_0623,4,4,4,5,4,4,3,5,5,4,5,4,4,4,4,3,3,3,5,3,3,3,3,4,4,4,4.25,4.0,4.5,3.625,3.5,3.8846153846153846,Master Park Guide Certification Program
GUIDE_0623,4,4,5,3,3,4,4,5,5,5,4,3,3,4,5,4,4,5,3,3,5,4,4,4,4,4,4.0,4.0,4.25,3.875,4.166666666666667,4.038461538461538,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0624,3,4,4,3,5,4,5,4,3,3,4,3,4,3,3,3,4,4,5,4,3,4,3,4,4,4,3.5,4.5,3.25,3.75,3.6666666666666665,3.730769230769231,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0624,4,5,4,4,4,5,4,5,5,3,4,3,5,5,5,3,4,4,5,4,4,3,4,4,4,5,4.25,4.5,3.75,4.375,4.0,4.1923076923076925,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0624,2,2,2,2,4,2,3,1,2,2,2,2,2,3,2,2,3,2,2,1,2,2,1,2,1,2,2.0,2.5,2.0,2.125,1.6666666666666667,2.0384615384615383,Master Park Guide Certification Program
GUIDE_0624,5,3,5,5,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,5,2,4,2,5,4,5,4.5,4.0,4.0,4.125,3.6666666666666665,4.038461538461538,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0624,4,3,3,3,2,4,4,2,1,4,3,3,2,3,3,3,2,3,2,1,3,3,3,1,4,2,3.25,3.0,2.75,2.375,2.6666666666666665,2.730769230769231,Advanced Park Guiding: Leadership and Safety
GUIDE_0624,5,3,4,4,4,4,4,3,3,4,4,2,2,2,3,4,3,4,3,3,3,3,3,3,3,3,4.0,3.75,3.25,3.0,3.0,3.3076923076923075,Advanced Park Guiding: Leadership and Safety
GUIDE_0624,4,4,3,5,3,3,4,4,3,4,3,3,3,3,3,4,4,4,2,3,3,3,3,4,2,3,4.0,3.5,3.25,3.25,3.0,3.3461538461538463,Master Park Guide Certification Program
GUIDE_0624,3,3,3,3,3,2,2,3,4,3,1,2,1,2,3,2,1,2,3,3,1,3,4,2,3,3,3.0,2.5,2.5,2.125,2.6666666666666665,2.5,Advanced Park Guiding: Leadership and Safety
GUIDE_0625,3,4,4,3,4,4,3,4,3,4,4,4,3,2,4,3,2,3,4,5,3,3,3,2,3,3,3.5,3.75,3.75,3.25,2.8333333333333335,3.3461538461538463,Master Park Guide Certification Program
GUIDE_0625,4,5,3,4,5,5,3,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,3,3,4,4,4.0,4.25,4.25,4.125,3.6666666666666665,4.038461538461538,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0625,4,3,5,4,5,4,4,3,4,3,3,3,4,4,3,2,4,3,4,4,4,3,2,2,5,3,4.0,4.0,3.25,3.5,3.1666666666666665,3.5384615384615383,Master Park Guide Certification Program
GUIDE_0625,5,3,4,3,4,4,5,5,3,5,4,4,4,4,4,4,4,3,5,4,3,4,5,5,3,5,3.75,4.5,4.0,4.0,4.166666666666667,4.076923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0625,2,2,3,1,4,3,3,2,3,1,2,3,2,1,3,3,2,1,3,1,2,3,1,1,1,2,2.0,3.0,2.25,2.0,1.6666666666666667,2.1153846153846154,Master Park Guide Certification Program
GUIDE_0625,2,2,4,3,5,4,2,3,5,2,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,2.75,3.5,3.25,2.875,3.1666666666666665,3.076923076923077,Introduction to Park Guiding
GUIDE_0625,4,4,5,3,5,5,4,4,3,3,5,3,1,2,2,4,3,3,3,4,3,3,3,2,3,5,4.0,4.5,3.5,2.75,3.1666666666666665,3.423076923076923,Advanced Park Guiding: Leadership and Safety
GUIDE_0625,1,3,1,2,3,2,3,3,2,2,3,2,2,2,1,2,2,2,3,1,1,3,1,3,4,2,1.75,2.75,2.25,1.875,2.3333333333333335,2.1538461538461537,Introduction to Park Guiding
GUIDE_0626,4,4,4,3,2,4,3,5,3,4,3,3,2,2,3,3,4,3,4,2,3,3,3,3,4,3,3.75,3.5,3.25,2.875,3.1666666666666665,3.230769230769231,Advanced Park Guiding: Leadership and Safety
GUIDE_0626,3,3,3,4,3,4,4,4,4,2,3,3,3,3,3,2,3,4,5,2,4,2,4,4,4,3,3.25,3.75,3.0,3.125,3.5,3.3076923076923075,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0626,4,3,4,4,3,4,4,4,4,4,3,5,2,3,3,2,4,2,5,2,4,2,2,3,4,4,3.75,3.75,4.0,2.875,3.1666666666666665,3.3846153846153846,Advanced Park Guiding: Leadership and Safety
GUIDE_0626,1,1,1,2,1,1,2,1,3,4,2,3,1,2,2,2,2,4,3,4,1,2,4,2,2,3,1.25,1.25,3.0,2.5,2.3333333333333335,2.1538461538461537,Introduction to Park Guiding
GUIDE_0626,4,3,3,3,3,2,2,4,5,3,2,2,2,3,3,3,2,4,4,3,3,3,3,1,3,2,3.25,2.75,3.0,3.0,2.5,2.8846153846153846,Master Park Guide Certification Program
GUIDE_0626,4,4,3,3,4,4,4,3,3,3,3,3,2,2,3,2,2,3,3,2,2,3,2,4,4,4,3.5,3.75,3.0,2.375,3.1666666666666665,3.0384615384615383,Advanced Park Guiding: Leadership and Safety
GUIDE_0626,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4.5,4.75,5.0,4.75,4.0,4.576923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0626,5,5,5,4,4,5,5,4,4,4,3,4,4,3,4,4,5,4,4,4,3,4,4,4,3,4,4.75,4.5,3.75,4.0,3.6666666666666665,4.076923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0627,4,4,4,4,4,5,5,4,4,3,5,5,4,3,4,5,3,4,4,4,3,4,3,4,4,3,4.0,4.5,4.25,3.875,3.5,3.9615384615384617,Master Park Guide Certification Program
GUIDE_0627,4,3,3,4,4,2,2,2,2,3,2,2,2,3,2,3,2,3,3,3,3,4,3,1,1,2,3.5,2.5,2.25,2.625,2.3333333333333335,2.6153846153846154,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0627,1,3,1,2,1,1,2,2,3,2,3,5,2,2,3,2,2,2,4,3,2,2,1,2,2,1,1.75,1.5,3.25,2.5,1.6666666666666667,2.1538461538461537,Nature Guide Fundamentals
GUIDE_0627,5,4,3,5,4,4,5,4,4,4,5,4,4,5,4,4,4,3,4,3,3,2,3,4,4,3,4.25,4.25,4.25,3.875,3.1666666666666665,3.8846153846153846,Master Park Guide Certification Program
GUIDE_0627,2,4,2,2,1,4,2,1,3,1,4,3,2,2,2,1,2,3,3,2,4,2,1,3,1,4,2.5,2.0,2.75,2.125,2.5,2.3461538461538463,Nature Guide Fundamentals
GUIDE_0627,4,4,3,5,2,4,3,3,3,4,4,4,3,3,2,4,4,3,4,3,3,3,3,3,3,5,4.0,3.0,3.75,3.25,3.3333333333333335,3.423076923076923,Nature Guide Fundamentals
GUIDE_0627,3,5,4,5,3,3,3,5,4,3,4,4,2,2,3,3,3,3,4,4,4,1,4,3,4,4,4.25,3.5,3.75,3.0,3.3333333333333335,3.4615384615384617,Advanced Park Guiding: Leadership and Safety
GUIDE_0627,4,4,2,3,3,3,3,3,2,3,1,2,3,2,3,2,3,4,4,4,1,3,2,2,1,3,3.25,3.0,2.0,3.125,2.0,2.6923076923076925,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0628,3,2,2,1,2,2,2,3,1,3,3,1,3,3,2,2,3,3,2,1,2,1,2,3,2,3,2.0,2.25,2.0,2.375,2.1666666666666665,2.1923076923076925,Introduction to Park Guiding
GUIDE_0628,1,1,1,2,4,2,2,1,2,1,2,1,1,2,2,2,2,1,3,1,1,1,3,2,1,1,1.25,2.25,1.5,1.75,1.5,1.6538461538461537,Introduction to Park Guiding
GUIDE_0628,4,3,4,4,2,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,2,3,4,3,3,3,3.75,3.5,3.0,3.125,3.0,3.230769230769231,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0628,4,4,4,5,2,4,4,5,4,3,4,2,3,5,3,3,3,4,2,3,2,3,2,2,4,4,4.25,3.75,3.25,3.25,2.8333333333333335,3.3846153846153846,Master Park Guide Certification Program
GUIDE_0628,3,5,4,3,3,4,4,5,3,5,4,5,5,4,4,4,3,3,3,3,4,4,3,4,5,5,3.75,4.0,4.25,3.625,4.166666666666667,3.923076923076923,Advanced Park Guiding: Leadership and Safety
GUIDE_0628,3,3,5,5,3,5,4,3,2,4,3,3,2,3,3,3,3,3,4,2,2,4,2,3,4,3,4.0,3.75,3.0,2.875,3.0,3.230769230769231,Advanced Park Guiding: Leadership and Safety
GUIDE_0628,2,5,5,5,4,4,3,4,3,4,2,3,3,3,3,2,3,4,3,3,2,4,2,3,4,3,4.25,3.75,3.0,3.0,3.0,3.3076923076923075,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0628,5,4,5,4,4,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,4,4.5,4.5,5.0,4.75,4.5,4.653846153846154,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0629,5,4,2,4,3,4,4,4,3,3,4,4,2,3,2,3,4,3,4,2,3,3,3,3,4,3,3.75,3.75,3.5,2.875,3.1666666666666665,3.3076923076923075,Advanced Park Guiding: Leadership and Safety
GUIDE_0629,4,4,4,3,1,3,1,3,3,2,4,4,3,3,3,3,2,2,3,3,2,3,3,3,2,1,3.75,2.0,3.25,2.75,2.3333333333333335,2.769230769230769,Nature Guide Fundamentals
GUIDE_0629,2,2,4,4,1,4,3,4,2,4,4,2,2,2,3,3,4,2,4,3,1,3,2,4,4,3,3.0,3.0,3.0,2.875,2.8333333333333335,2.923076923076923,Park Guide in Training: Learn from the Pros
GUIDE_0629,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,3,4,4,3,3,4,2,3,3,4,4.0,4.25,4.0,4.125,3.1666666666666665,3.8846153846153846,Master Park Guide Certification Program
GUIDE_0629,4,3,4,2,3,3,2,2,3,3,4,3,3,1,5,3,2,3,3,4,2,3,3,3,1,1,3.25,2.5,3.25,3.0,2.1666666666666665,2.8076923076923075,Master Park Guide Certification Program
GUIDE_0629,5,4,4,4,3,4,5,3,3,4,4,2,3,3,3,3,3,3,4,4,3,4,3,3,4,3,4.25,3.75,3.25,3.25,3.3333333333333335,3.5,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0629,4,4,2,3,3,2,2,2,2,3,4,3,2,3,2,2,3,3,3,1,3,3,1,4,2,2,3.25,2.25,3.0,2.375,2.5,2.6153846153846154,Nature Guide Fundamentals
GUIDE_0629,1,2,3,4,4,2,3,3,2,1,1,4,2,2,2,2,1,2,3,3,3,1,1,2,1,2,2.5,3.0,2.0,2.125,1.6666666666666667,2.1923076923076925,Master Park Guide Certification Program
GUIDE_0630,2,1,2,3,2,2,2,2,2,2,2,1,2,2,1,3,2,2,5,3,2,2,3,2,2,2,2.0,2.0,1.75,2.5,2.1666666666666665,2.1538461538461537,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0630,3,5,2,4,2,2,4,4,3,4,2,5,2,2,2,4,3,4,4,3,2,2,4,3,3,3,3.5,3.0,3.5,3.0,2.8333333333333335,3.1153846153846154,Master Park Guide Certification Program
GUIDE_0630,4,4,5,5,4,5,4,5,4,5,5,5,5,4,4,5,5,5,5,5,4,5,4,4,5,5,4.5,4.5,4.75,4.75,4.5,4.615384615384615,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0630,4,4,5,2,4,4,2,3,5,2,2,3,4,2,4,3,3,4,3,3,2,3,1,1,2,2,3.75,3.25,3.0,3.25,1.8333333333333333,2.9615384615384617,Master Park Guide Certification Program
GUIDE_0630,4,5,5,4,5,3,4,5,4,4,4,5,4,3,4,4,4,4,5,4,5,3,3,3,4,4,4.5,4.25,4.25,4.0,3.6666666666666665,4.076923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0630,4,5,3,5,3,4,3,4,3,4,4,4,3,3,3,4,5,3,3,2,2,4,2,3,4,4,4.25,3.5,3.75,3.25,3.1666666666666665,3.5,Master Park Guide Certification Program
GUIDE_0630,4,3,4,3,4,4,4,4,5,3,3,2,3,2,3,3,3,4,5,4,4,3,3,5,2,4,3.5,4.0,3.25,3.375,3.5,3.5,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0630,3,4,5,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,3,3,4,2,4,4,5,3.75,4.0,4.0,3.875,3.6666666666666665,3.8461538461538463,Master Park Guide Certification Program
GUIDE_0631,4,3,2,5,3,3,4,3,2,2,3,3,2,4,2,1,2,1,3,4,3,3,3,4,3,3,3.5,3.25,2.5,2.375,3.1666666666666665,2.8846153846153846,Advanced Park Guiding: Leadership and Safety
GUIDE_0631,4,3,4,2,3,3,3,3,3,2,3,3,4,3,3,3,5,2,3,3,3,4,4,1,1,3,3.25,3.0,2.75,3.25,2.6666666666666665,3.0,Master Park Guide Certification Program
GUIDE_0631,3,4,4,4,3,3,2,2,3,4,3,5,4,2,2,2,1,4,4,3,2,5,3,3,1,2,3.75,2.5,3.75,2.75,2.6666666666666665,3.0,Nature Guide Fundamentals
GUIDE_0631,4,5,4,5,4,4,3,4,3,3,5,4,4,4,4,2,4,3,4,4,2,2,4,3,3,5,4.5,3.75,3.75,3.625,3.1666666666666665,3.6923076923076925,Master Park Guide Certification Program
GUIDE_0631,5,5,3,4,4,4,5,4,4,5,5,5,4,4,4,4,4,5,5,4,4,4,3,4,4,4,4.25,4.25,4.75,4.25,3.8333333333333335,4.230769230769231,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0631,4,3,5,5,4,4,4,3,4,4,3,4,3,3,4,3,3,4,2,3,3,3,3,4,3,3,4.25,3.75,3.75,3.125,3.1666666666666665,3.5,Advanced Park Guiding: Leadership and Safety
GUIDE_0631,4,4,4,4,5,5,3,4,5,4,4,4,4,5,3,4,5,4,5,5,3,4,2,3,3,4,4.0,4.25,4.25,4.375,3.1666666666666665,4.0,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0631,4,3,4,3,3,3,4,4,3,3,5,4,4,3,3,3,5,3,5,3,2,2,3,4,3,4,3.5,3.5,3.75,3.625,3.0,3.4615384615384617,Master Park Guide Certification Program
GUIDE_0632,4,5,3,4,4,4,5,5,4,4,5,4,4,4,4,4,3,3,4,3,4,4,3,4,4,3,4.0,4.5,4.25,3.625,3.6666666666666665,3.923076923076923,Advanced Park Guiding: Leadership and Safety
GUIDE_0632,3,4,3,5,4,2,3,4,4,3,2,4,3,3,2,2,3,3,4,3,2,2,3,4,3,4,3.75,3.25,3.25,2.875,3.0,3.1538461538461537,Advanced Park Guiding: Leadership and Safety
GUIDE_0632,3,3,3,5,3,4,4,5,3,3,4,4,4,4,4,2,4,2,2,4,3,3,3,4,4,4,3.5,4.0,3.5,3.25,3.5,3.5,Advanced Park Guiding: Leadership and Safety
GUIDE_0632,2,2,1,1,3,1,2,3,2,1,1,3,2,1,2,3,2,3,2,4,2,3,2,2,2,3,1.5,2.25,1.75,2.375,2.3333333333333335,2.1153846153846154,Introduction to Park Guiding
GUIDE_0632,4,3,4,3,5,5,4,5,3,4,3,4,4,3,3,2,4,4,2,3,2,3,3,4,4,3,3.5,4.75,3.5,3.125,3.1666666666666665,3.5,Advanced Park Guiding: Leadership and Safety
GUIDE_0632,4,3,5,4,3,4,3,3,2,4,4,4,3,3,3,2,3,3,3,4,3,4,3,3,3,3,4.0,3.25,3.5,3.0,3.1666666666666665,3.3076923076923075,Advanced Park Guiding: Leadership and Safety
GUIDE_0632,3,3,3,3,2,3,3,2,3,2,3,3,3,4,4,4,3,3,1,2,1,2,2,3,1,1,3.0,2.5,2.75,3.0,1.6666666666666667,2.576923076923077,Master Park Guide Certification Program
GUIDE_0632,3,2,4,4,3,1,4,2,1,2,3,3,3,4,2,1,2,3,4,3,4,4,1,3,3,2,3.25,2.5,2.25,2.75,2.8333333333333335,2.730769230769231,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0633,2,4,4,3,3,3,3,3,2,2,2,3,3,3,2,3,2,3,3,3,2,3,2,3,4,4,3.25,3.0,2.25,2.75,3.0,2.8461538461538463,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0633,2,3,4,3,4,2,3,2,4,1,4,3,3,3,4,3,2,4,2,3,2,1,2,3,1,3,3.0,2.75,3.0,3.0,2.0,2.730769230769231,Master Park Guide Certification Program
GUIDE_0633,4,2,3,3,5,4,4,5,4,4,4,4,3,1,3,3,2,2,3,4,4,3,2,4,4,2,3.0,4.5,4.0,2.625,3.1666666666666665,3.3076923076923075,Advanced Park Guiding: Leadership and Safety
GUIDE_0633,4,4,3,5,4,3,3,3,4,3,4,3,3,3,4,5,3,4,3,3,4,3,3,3,3,2,4.0,3.25,3.5,3.5,3.0,3.423076923076923,Master Park Guide Certification Program
GUIDE_0633,3,3,3,3,5,2,3,4,3,2,2,2,2,4,3,3,2,3,4,4,2,3,3,4,2,3,3.0,3.5,2.25,3.125,2.8333333333333335,2.9615384615384617,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0633,5,4,4,4,4,5,4,5,3,3,4,3,3,2,3,4,4,3,3,4,4,3,3,4,3,4,4.25,4.5,3.25,3.25,3.5,3.6538461538461537,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0633,3,5,2,4,3,2,3,2,3,4,3,3,2,3,4,4,2,4,2,3,1,3,3,3,2,3,3.5,2.5,3.25,3.0,2.5,2.923076923076923,Nature Guide Fundamentals
GUIDE_0633,3,3,4,2,3,3,3,3,3,2,2,2,3,2,3,2,3,2,4,2,1,2,3,2,2,3,3.0,3.0,2.25,2.625,2.1666666666666665,2.576923076923077,Master Park Guide Certification Program
GUIDE_0634,3,2,4,5,3,3,4,3,4,3,1,3,4,2,4,4,1,4,3,2,2,3,3,3,3,3,3.5,3.25,2.75,3.0,2.8333333333333335,3.0384615384615383,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0634,4,2,3,2,3,3,4,2,3,2,3,4,3,3,3,1,1,2,4,3,5,4,4,3,1,1,2.75,3.0,3.0,2.5,3.0,2.8076923076923075,Advanced Park Guiding: Leadership and Safety
GUIDE_0634,4,3,2,3,4,4,3,4,3,3,4,3,3,2,3,4,2,3,3,4,2,2,3,4,4,3,3.0,3.75,3.25,3.0,3.0,3.1538461538461537,Introduction to Park Guiding
GUIDE_0634,4,4,5,5,4,5,4,4,4,5,5,5,5,5,4,5,4,4,5,4,4,4,4,5,5,5,4.5,4.25,4.75,4.5,4.5,4.5,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0634,3,3,3,3,3,5,4,4,3,4,3,4,3,3,3,3,4,3,3,4,3,4,2,3,2,3,3.0,4.0,3.5,3.25,2.8333333333333335,3.269230769230769,Master Park Guide Certification Program
GUIDE_0634,5,5,4,4,5,5,5,3,4,4,5,4,3,3,4,4,5,4,3,4,3,4,3,4,5,4,4.5,4.5,4.25,3.75,3.8333333333333335,4.076923076923077,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0634,3,4,5,3,4,4,5,4,3,3,3,2,3,2,3,2,5,5,4,4,2,2,3,4,4,1,3.75,4.25,2.75,3.5,2.6666666666666665,3.3461538461538463,Master Park Guide Certification Program
GUIDE_0634,5,4,4,3,5,3,4,3,5,4,3,2,4,2,4,2,3,3,4,3,3,3,2,4,4,3,4.0,3.75,3.5,3.125,3.1666666666666665,3.423076923076923,Advanced Park Guiding: Leadership and Safety
GUIDE_0635,3,3,2,5,1,3,2,3,2,4,3,4,1,4,2,3,3,1,3,3,2,3,2,2,2,2,3.25,2.25,3.25,2.5,2.1666666666666665,2.6153846153846154,Master Park Guide Certification Program
GUIDE_0635,4,4,5,5,4,4,4,4,5,3,5,5,4,4,4,4,4,3,5,3,4,4,3,4,5,5,4.5,4.0,4.5,3.875,4.166666666666667,4.153846153846154,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0635,5,1,3,5,3,4,5,4,5,4,3,3,3,3,3,2,4,2,2,3,3,4,3,4,3,3,3.5,4.0,3.75,2.75,3.3333333333333335,3.3461538461538463,Advanced Park Guiding: Leadership and Safety
GUIDE_0635,4,5,5,4,5,3,4,3,4,3,4,3,3,3,3,2,3,4,3,4,2,3,3,4,3,4,4.5,3.75,3.5,3.125,3.1666666666666665,3.5,Advanced Park Guiding: Leadership and Safety
GUIDE_0635,4,5,5,3,4,2,3,2,2,4,4,3,2,5,4,3,3,4,2,4,3,2,1,3,1,3,4.25,2.75,3.25,3.375,2.1666666666666665,3.1153846153846154,Master Park Guide Certification Program
GUIDE_0635,5,4,4,4,3,3,4,5,2,4,3,3,3,3,2,4,2,4,3,4,2,3,2,3,3,4,4.25,3.75,3.0,3.125,2.8333333333333335,3.3076923076923075,Master Park Guide Certification Program
GUIDE_0635,4,4,4,3,3,5,4,4,3,3,3,3,2,3,3,2,3,2,4,4,4,4,3,4,3,3,3.75,4.0,3.0,2.875,3.5,3.3461538461538463,Advanced Park Guiding: Leadership and Safety
GUIDE_0635,4,4,5,4,4,5,5,3,4,5,5,5,3,4,4,4,5,3,5,4,4,3,4,4,3,4,4.25,4.25,4.75,4.0,3.6666666666666665,4.115384615384615,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0636,3,4,4,3,4,5,4,3,1,3,4,2,3,4,2,3,5,3,4,4,4,3,4,3,5,3,3.5,4.0,2.5,3.5,3.6666666666666665,3.4615384615384617,Eco-Guide Training: Field & Interpretation Skills
GUIDE_0636,4,4,4,3,2,4,4,4,3,2,4,3,2,4,3,3,5,4,4,3,1,4,3,3,3,3,3.75,3.5,3.0,3.5,2.8333333333333335,3.3076923076923075,Master Park Guide Certification Program
GUIDE_0636,4,3,4,5,5,2,2,5,4,3,3,3,2,3,3,4,2,3,3,5,2,5,3,4,3,4,4.0,3.5,3.25,3.125,3.5,3.423076923076923,Advanced Park Guiding: Leadership and Safety
GUIDE_0636,5,5,5,3,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4.5,4.0,4.25,3.875,3.5,3.9615384615384617,Master Park Guide Certification Program
GUIDE_0636,2,3,3,3,3,3,4,4,3,3,4,4,3,4,3,2,4,3,4,4,4,3,4,4,4,5,2.75,3.5,3.5,3.375,4.0,3.4615384615384617,Introduction to Park Guiding
GUIDE_0636,4,4,4,3,5,5,3,4,5,4,4,3,4,3,3,3,2,4,3,3,3,4,2,3,4,3,3.75,4.25,4.0,3.125,3.1666666666666665,3.5384615384615383,Advanced Park Guiding: Leadership and Safety
GUIDE_0636,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,5,4,4,5,4,4.75,5.0,5.0,4.625,4.333333333333333,4.6923076923076925,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0636,5,5,5,4,4,5,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,4,4,5,5,4,4.75,4.75,4.5,4.75,4.5,4.653846153846154,Explore & Lead: Park Guide Mentorship Journey
GUIDE_0637,4,4,5,5,3,3,3,3,3,3,3,2,5,2,3,4,3,5,4,4,4,3,3,4,3,4,4.5,3.0,2.75,3.75,3.5,3.5384615384615383,Eco-Guide Training: Field & Interpretation Skills
